Arabizi,English
8rrs,break
harrass,break
8arres,break
sme3,listen
smaa,listen
sma3,listen
kbr,grow
kber,grow
mat,die
twffa,die
tweffa,die
toueffa,die
zar,visit
zaar,visit
chjje3,encourage
chajja3,encourage
7ama,protect
hama,protect
nchr,spread
ncher,spread
nchar,spread
9tl,kill
9tal,kill
9tel,kill
qtel,kill
sag,drive
Sag,drive
Saag,drive
saag,drive
kdb,lie
kdeb,lie
kdab,lie
t9aj7,argue
t9aje7,argue
tqajeh,argue
7yyed,remove
7ayyad,remove
7ayyed,remove
ddabz,fight
3mmr,fill
3emmer,fill
3emmar,fill
safr,travel
saafr,travel
7Dr,attend
7Dar,attend
7Der,attend
9sse7,hurt
9ssa7,hurt
3ana,suffer
3aana,suffer
zgl,miss
zguel,miss
zgal,miss
l9a,discover
lga,discover
3bbr,express
3bber,express
3bbar,express
rkkz,concentrate
rekkez,concentrate
rakkaz,concentrate
la7,throw
Sawb,prepare
Saweb,prepare
9ra,study
qra,study
df3,push
dfe3,push
dfaa,push
wrrk,press
werrek,press
wSl,arrive
wSel,arrive
wSal,arrive
Sona,ring
Souna,ring
jm3,collect
jme3,collect
jma3,collect
8rb,escape
8reb,escape
8rab,escape
hrab,escape
r77b,welcome
r77eb,welcome
r77ab,welcome
rahhab,welcome
3wwl,rely
3owwel,rely
3awwel,rely
3wwel,rely
ta9,trust
taq,trust
3awd,repeat
3awed,repeat
3awad,repeat
aawd,repeat
khTTeT,plan
khaTTeT,plan
5aTTeT,plan
frch,reveal
frech,reveal
frach,reveal
2kkd,confirm
2akkad,confirm
akked,confirm
kr8,hate
kre8,hate
tjwj,marry
tjwwej,marry
tjawwaj,marry
9sm,split
9sam,split
9sem,split
tbnna,adopt
tbenna,adopt
tbanna,adopt
tja8l,ignore
tjahl,ignore
tja8el,ignore
3rrf,define
3rref,define
3erref,define
3arraf,define
3arref,define
3arrf,define
9ddm,introduce
9ddem,introduce
ttrina,exercise
trina,exercise
br8n,demonstrate
ber8en,demonstrate
bar8an,demonstrate
bar8en,demonstrate
9n3,persuade
9ne3,persuade
9na3,persuade
9ll3,guess
9elle3,guess
9alle3,guess
Swwt,vote
Sawwt,vote
Sawwat,vote
Sawwet,vote
nkr,deny
nker,deny
nkar,deny
khbba,hide
khebba,hide
khabba,hide
5ebba,hide
nj7,succeed
nje7,succeed
nja7,succeed
Tlb,demand
Tleb,demand
Tlab,demand
3tarf,recognize
3taref,recognize
aataref,recognize
7sb,count
7seb,count
hseb,count
ntama,belong
intami,belong
ntami,belong
chekk,doubt
chakk,doubt
ghnna,sing
ghenna,sing
ghanna,sing
nwa,intent
brrer,justify
berrer,justify
barrar,justify
barrer,justify
daf3,defend
daaf3,defend
z3m,dare
z3em,dare
z3am,dare
tsara7,rest
7km,judge
7kem,judge
7kam,judge
hkem,judge
chark,participate
chaark,participate
ghsl,wash
ghsel,wash
ghsal,wash
la7D,observe
khddm,employ
khddem,employ
5ddem,employ
jm3,combine
jme3,combine
jma3,combine
l77,insist
le77,insist
tla7,jump
tlah,jump
Tyyb,cook
Tyyeb,cook
bka,cry
n3s,sleep
n3es,sleep
fa9,wake up
faq,wake up
jm3,gather
jme3,gather
jma3,gather
nsa7b,withdraw
nsahab,withdraw
nsa7ab,withdraw
nsa7eb,withdraw
7ll,resolve
7ell,resolve
7all,resolve
khbr,inform
khber,inform
stalzem,imply
tsllf,borrow
tsellef,borrow
tsallaf,borrow
swwl,question
sowwel,question
swwel,question
khaTr,risk
5aTer,risk
sm7,permit
sme7,permit
sma7,permit
sam7,forgive
same7,forgive
sameh,forgive
9tar7,propose
9tare7,propose
9tara7,propose
7tafl,celebrate
7tafel,celebrate
7tafal,celebrate
Dyy3,waste
Dyye3,waste
Dyya3,waste
ghbr,disappear
ghber,disappear
ghbar,disappear
tw993,predict
twe99a3,predict
twe99e3,predict
ngr,complain
ngor,complain
nguer,complain
9bT,catch
9baT,catch
9beT,catch
qbaT,catch
gbD,catch
gbeD,catch
gbaD,catch
naD,get up
naaD,get up
daz,pass
daaz,pass
7bes,stop
7bas,stop
hbas,stop
hbes,stop
9yyd,note
9ayyad,note
9eyyed,note
wllf,used to
wellef,used to
wllaf,used to
wallaf,used to
khllT,mix
khallaT,mix
khelleT,mix
gyyd,mislead
gyyed,mislead
7rg,burn
7reg,burn
7rag,burn
7r9,burn
7re9,burn
7ra9,burn
staghl,exploit
staghell,exploit
staghall,exploit
kma,smoke
7ddr,warn
7edder,warn
7addar,warn
baas,kiss
bas,kiss
3ln,announce
3len,announce
3lan,announce
khtabr,evaluate
5taber,evaluate
khtabar,evaluate
tnffs,breathe
tneffes,breathe
tnaffas,breathe
fat,exceed
faat,exceed
Saad9,approve
Saade9,approve
7tell,occupy
7tall,occupy
7arrar,free
7errer,free
7arrer,free
btasm,smile
btasem,smile
btassem,smile
btassam,smile
7fr,dig
7fer,dig
7far,dig
hfer,dig
hfar,dig
7tarm,respect
htarm,respect
7tarem,respect
8dded,threaten
i8dded,threaten
8addad,threaten
8added,threaten
lgha,cancel
khzn,store
5zn,store
khzen,store
khzan,store
nDDm,organize
nDDem,organize
naDDam,organize
nwwr,shine
nwwer,shine
nwwar,shine
7lf,swear
7lef,swear
hlef,swear
7lm,dream
7lem,dream
7lam,dream
hlem,dream
SrT,absorb
SreT,absorb
SraT,absorb
bloka,block
stab9,anticipate
stabe9,anticipate
staba9,anticipate
tta8m,accuse
tta8em,accuse
ttahem,accuse
ghwwt,shout
ghwwet,shout
ghowwet,shout
2ttr,affect
2atter,affect
2etter,affect
attar,affect
rttb,arrange
rtteb,arrange
ratteb,arrange
rattab,arrange
3ta9l,arrest
3ta9el,arrest
3ta9al,arrest
nb7,bark
nba7,bark
nbe7,bark
khan,betray
5an,betray
t7aTT,bet
khtalf,differ
khtalaf,differ
5talef,differ
khtalef,differ
7tafD,keep
7tafeD,keep
Tar,fly
Taar,fly
ban,appear
jrr,pull
jarr,pull
jerr,pull
df3,push
dfe3,push
dfa3,push
8zz,lift
hezz,lift
8ezz,lift
rj3,return
rje3,return
rja3,return
Ta7,fall
3rf,know
3ref,know
3raf,know
nsa,forget
wSf,describe
wSef,describe
wSaf,describe
trjm,translate
tarjem,translate
terjem,translate
trjam,translate
w3ed,promise
w3ad,promise
w3d,promise
9llb,search
9elleb,search
9allab,search
7bb,love
7ebb,love
3ach,live
3aach,live
skn,live
sken,live
skan,live
khllS,pay
khalleS,pay
khallaS,pay
sdd,close
sedd,close
w9f,stand up
w9ef,stand up
w9af,stand up
stkhdm,use
stekhdem,use
stakhdam,use
stakhdem,use
stalm,receive
stalem,receive
fchl,fail
fchel,fail
fchal,fail
sbb,insult
sebb,insult
sabb,insult
chka,complain
fD7,expose
fDa7,expose
fDe7,expose
3tadr,apologize
3tader,apologize
3tadar,apologize
3nng,hug
3nn9,hug
3nneg,hug
3anna9,hug
ndm,regret
ndem,regret
t3wwd,get used
t3wwed,get used
t3awwad,get used
t3awwed,get used
3Tas,sneeze
3Tes,sneeze
3Tes,sneeze
k7ob,cough
k7eb,cough
2ejjel,postpone
ajjal,postpone
2ajjal,postpone
2jjel,postpone
t3awn,cooperate
t3awen,cooperate
t3aawan,cooperate
t3awan,cooperate
tbadl,exchange
tbaadel,exchange
tbaadl,exchange
9aaT3,boycott
9aaTe3,boycott
9aaTa3,boycott
9aT3,boycott
tTwwe3,volunteer
TTowe3,volunteer
taTawwa3,volunteer
TTowwe3,volunteer
9oulb,dupe
9ouleb,dupe
tjnnb,avoid
tjannab,avoid
tjenneb,avoid
tjanneb,avoid
8ml,neglect
8mel,neglect
8mal,neglect
tla9a,meet
tlaqa,meet
tjsses,spy
tjassas,spy
nta9m,take revenge
dfn,bury
dfen,bury
dfan,bury
ghlb,defeat
ghleb,defeat
ghlab,defeat
kan,be
bgha,would
9der,can
9dr,can
gdd,can
guedd,can
gedd,can
imkn,may
dar,make
khsso,must
khesso,must
khda,take
5da,take
chaf,look
7TT,set
7eTT,set
khlla,let
khella,let
3Ta,provide
khsso,shall
khesso,shall
ban,seem
tDmmen,include
tDemmen,include
t7rrek,move
t7arrak,move
Dar,turn
Daar,turn
3tabr,consider
3taber,consider
khlla,allow
khella,allow
tmenna,hope
tmnna,hope
ntej,produce
ntj,produce
b9a,stay
chdd,hold
chedd,hold
to99e3,expect
twe99e3,expect
twe99a3,expect
Dmen,ensure
Dmn,ensure
Dman,ensure
8ezz,carry
hezz,carry
3reD,offer
3rD,offer
3raD,offer
d3em,support
d3m,support
d3am,support
hDer,speak
hDr,speak
hDar,speak
8Der,speak
dwa,speak
9aad,lead
b9a,remain
w9ef,stand
w9af,stand
w9f,stand
wgef,stand
wgaf,stand
wgf,stand
9tar7,suggest
9tare7,suggest
Twwer,develop
Towwer,develop
gles,sit
glas,sit
gls,sit
gadd,create
Sawb,create
ttaf9,agree
ttafe9,agree
Tbbe9,apply
Tbba9,apply
kowwen,form
kowwn,form
kwwn,form
kwwen,form
zad,increase
3bber,voice
Dyye3,spend
lta79,join
n99eS,reduce
n99es,reduce
n99s,reduce
n99S,reduce
n99as,reduce
n9ed,save
n9d,save
n9ad,save
tTelleb,require
tTallab,require
tTellab,require
TTelleb,require
799e9,achieve
h99e9,achieve
hqqeq,achieve
7bes,prevent
t3amel,deal
t3aml,deal
t3aamel,deal
twaj8,face
twajh,face
twajeh,face
twaje8,face
ghTTa,cover
gheTTa,cover
Twwer,improve
Towwer,improve
maal,tend
mal,tend
rsem,draw
rsam,draw
t7errek,act
3zel,pick
3zl,pick
khtar,pick
5tar,pick
khtaar,pick
kllef,cost
swa,cost
br8en,prove
ber8en,prove
w9e3,occur
w93,occur
w9a3,occur
tna9ch,discuss
tna9ech,discuss
gabl,maintain
gabel,maintain
gaabel,maintain
gaabl,maintain
sala,end
kmmel,end
kemmel,end
kammel,end
kammal,end
kayn,exist
kayen,exist
9Sed,seek
9lleb,check
9elleb,check
nfe3,serve
9sem,share
partaja,share
nche2,establish
nch2,establish
2esses,establish
2assas,establish
asses,establish
t7kkem,control
t7kkm,control
t7ekkem,control
t7akkem,control
jawb,answer
jaweb,answer
7edded,identify
7added,identify
7dded,identify
3tana,care
mkken,enable
mekken,enable
makken,enable
Taalb,claim
Taaleb,claim
kseb,obtain
ksb,obtain
mttel,represent
mettel,represent
tDemmen,contain
ghleb,beat
tchTen,worry
techTen,worry
tchTan,worry
t7mmel,bear
t7emmel,bear
sedd,shut
sdd,shut
tsa2el,wonder
tsa2l,wonder
naaseb,fit
naasb,fit
t3elle9,regard
t3ll9,regard
7eTT,place
7TT,place
chmel,involve
ttaSel,contact
ttaSl,contact
ftarD,assume
ftareD,assume
achaar,indicate
khdem,operate
khdm,operate
tSerref,manage
t2e9lem,cope
t2a9lam,cope
t29lm,cope
7edded,determine
7dded,determine
3kes,reflect
achaar,refer
rbe7,gain
rb7,gain
f7eS,examine
fDDel,prefer
3tarf,admit
3taref,admit
redd,respond
rdd,respond
jawb,respond
jaweb,respond
3tamd,depend
3tamed,depend
nja,survive
la7D,notice
laa7D,notice
ntej,result
ntj,result
bddel,replace
kemmel,complete
kmmel,complete
rtaf3,rise
rtafe3,rise
9ddem,present
9eddem,present
nche2,arise
achaar,point
rowwej,promote
chejje3,promote
chjje3,promote
2edda,perform
2adda,perform
medded,extend
madded,extend
mdded,extend
achaar,mention
khtalef,vary
khtalf,vary
5talf,vary
fad,benefit
faad,benefit
3aalj,treat
3aalej,treat
3elle9,hang
3lle9,hang
3ll9,hang
Tyye7,drop
bellegh,report
bllegh,report
ballagh,report
Sbb,cast
Sebb,cast
khtaber,test
khtabr,test
2emmen,secure
2mmen,secure
Towwel,last
Towwl,last
waaf9,match
9dder,assess
9edder,assess
saa8em,contribute
sa8em,contribute
saa8m,contribute
saahem,contribute
sahem,contribute
medd,supply
3len,state
9dder,appreciate
9edder,appreciate
rtabeT,relate
rtabT,relate
tghelleb,overcome
tkhelleS,rid
7awel,attempt
7aawel,attempt
7awl,attempt
7tafD,retain
tkellef,handle
jdeb,attract
saa3d,assist
sa3d,assist
3awen,assist
3aawen,assist
3awn,assist
2etter,influence
2tter,influence
7edded,mark
fkker,recall
sina,sign
khaf,fear
lSe9,stick
lse9,stick
swwa,settle
rigl,settle
9aaren,compare
9aren,compare
7seb,account
7sb,account
7e99e9,investigate
n99a,clear
sjjel,record
sejjel,record
chjjel,record
chjjl,record
ktachf,explore
ktachef,explore
laam,blame
lam,blame
3ber,cross
3a9,realize
rkkez,focus
rekkez,focus
wSSel,deliver
wSSl,deliver
chre3,proceed
z3ej,bother
brzeT,bother
berzeT,bother
rfeD,refuse
rfaD,refuse
freD,force
fraD,force
3ta9ed,reckon
3ta9d,reckon
ban,emerge
3zem,intend
nSe7,advise
nS7,advise
ktaseb,acquire
ktasb,acquire
strje3,recover
sterje3,recover
nche2,generate
tmiyyez,distinguish
chtabe8,suspect
chtab8,suspect
kseb,earn
ksb,earn
mowwel,finance
8dem,destroy
8dm,destroy
tbe3,pursue
tb3,pursue
3elle9,comment
rDa,satisfy
tnafs,compete
tnaafs,compete
tnafes,compete
9aawem,resist
9aawm,resist
9awm,resist
laa2em,suit
la2em,suit
khaaTeb,address
7ell,solve
bddel,alter
freD,impose
frD,impose
3reD,display
naachd,appeal
Tle9,release
frez,sort
rtteb,sort
retteb,sort
khtar,select
3ber,measure
wSSa,recommend
weSSa,recommend
Tleb,order
2amer,order
n9el,transfer
8jem,attack
hjem,attack
twesse3,expand
ttosse3,expand
tkerkeb,roll
tkrkb,roll
nfajer,burst
nfajr,burst
t3e88ed,undertake
tsara7,relax
tSerref,behave
dkker,remind
fekker,remind
fkker,remind
raaj3,review
n8ej,approach
rejje3,restore
rjje3,restore
Sder,issue
Sag,ride
chkkel,constitute
chekkel,constitute
gleb,switch
derreb,train
drreb,train
stetmer,invest
khTa,step
7edd,limit
weDDe7,illustrate
mlek,own
3aalj,tackle
3alj,tackle
3alej,tackle
t7edda,challenge
chaf,view
mlek,possess
7aawer,communicate
7awr,communicate
7awer,communicate
tselle9,climb
tsll9,climb
fSel,separate
7aafD,preserve
nffed,implement
neffed,implement
7wwel,shift
7owwel,shift
a9arr,acknowledge
stentej,conclude
stntj,conclude
tira,shoot
mtatel,comply
mtatl,comply
7essen,enhance
ra9b,monitor
raa9b,monitor
gabl,monitor
gaabl,monitor
gabel,monitor
gaabel,monitor
chra,purchase
charja,charge
b7et,research
bgha,aim
stow3eb,accommodate
sto3eb,accommodate
sto3b,accommodate
chTe7,dance
chT7,dance
fa9,wake
Slla,pray
Sella,pray
dowwer,telephone
marka,score
zle9,slip
zl9,slip
rtakb,commit
rtakeb,commit
kchef,detect
steb3ed,exclude
stb3ed,exclude
steb3ad,exclude
3der,excuse
fsser,interpret
ncher,publish
laa9a,link
la9a,link
tfawD,negotiate
7ellel,analyze
smma,name
semma,name
mtedd,stretch
t9elle9,upset
t9lle9,upset
t9alle9,upset
2e88el,qualify
khsser,damage
khesser,damage
5esser,damage
Tle9,launch
bda,launch
Sbegh,paint
Sbgh,paint
Sbagh,paint
7edded,specify
mne7,grant
sellef,lend
bna,construct
tfa3l,react
tfaa3l,react
tfa3el,react
sta7e99,deserve
sta799,deserve
sta8el,deserve
stahel,deserve
stahal,deserve
sta8al,deserve
tre22es,head
tr22s,head
tre22s,head
tr22es,head
wjje8,direct
8beT,land
9aad,conduct
tkebbed,sustain
sifT,submit
tkowwen,consist
3Sef,blow
rched,guide
9ne3,convince
maars,practice
mares,practice
maares,practice
9wwa,strengthen
do99,knock
d99,knock
3reD,invite
tkhella,abandon
tkhlla,abandon
jaweb,reply
7errek,shake
7rrek,shake
7rrk,shake
Sle7,fix
tDaa8er,pretend
chawer,consult
9sem,divide
nkhareT,engage
nkharT,engage
7e99e9,fulfill
7kem,rule
3aalj,process
3alj,process
3aalej,process
jab,fetch
n9el,convey
dfe3,thrust
jessed,incorporate
jssd,incorporate
jssed,incorporate
7Ser,restrict
steb3ed,eliminate
stb3ed,eliminate
zowwel,eliminate
zwwel,eliminate
lgha,eliminate
7owwel,convert
7wwel,convert
t9a3d,retire
t9a3ed,retire
DbeT,adjust
3ddel,adjust
s88el,ease
kobb,pour
Sebb,pour
nsej,knit
d3em,back
Trassa,trace
sejjel,register
sjjel,register
7seb,calculate
7sb,calculate
hseb,calculate
hsb,calculate
7ffez,stimulate
7affez,stimulate
7effez,stimulate
Tbe3,print
imprima,print
twetter,stress
totter,stress
twatter,stress
3yyen,appoint
3iyyen,appoint
tdkhkhel,interfere
tdekhel,interfere
tdkhl,interfere
tdekhkhel,interfere
tde55el,interfere
td55l,interfere
3tarD,object
3tareD,object
9wwa,boost
9owwa,boost
dfe3,boost
ysser,facilitate
yesser,facilitate
s88el,facilitate
se88el,facilitate
sehhel,facilitate
7taj,lack
7bes,cease
nffed,enforce
neffed,enforce
t2e9lem,adapt
t2a9lam,adapt
t29lm,adapt
t2e9lm,adapt
3god,tie
3gd,tie
3ged,tie
3gued,tie
9tabs,quote
syTer,dominate
siyTer,dominate
syTr,dominate
frg3,pop
ferge3,pop
3jeb,please
Semmem,design
Sammem,design
Smmem,design
tdkhkhel,intervene
tdekhel,intervene
tdkhl,intervene
tdekhkhel,intervene
tde55el,intervene
td55l,intervene
Tlle3,yield
Tll3,yield
Telle3,yield
sta9al,resign
sta9aal,resign
t8ejja,spell
7errek,stir
7rrk,stir
7rrek,stir
khSSeS,spare
kheSSeS,spare
9dder,estimate
9edder,estimate
Dreb,kick
Drb,kick
rkel,kick
rkl,kick
3dded,list
3edded,list
lbes,dress
lbs,dress
3len,declare
3ln,declare
diklara,declare
2ekked,assure
2kked,assure
akked,assure
stamdd,derive
dkhel,access
2ejjel,delay
2jjel,delay
ajjel,delay
wDDe7,clarify
weDDe7,clarify
wDD7,clarify
n9el,copy
n9l,copy
n9ol,copy
nsekh,copy
nskh,copy
nse5,copy
fDDel,favor
fDDl,favor
medd,hand
mdd,hand
9beT,capture
9bT,capture
9baT,capture
3zzez,reinforce
7owwel,transform
7wwl,transform
7wwel,transform
fhem,perceive
f8em,perceive
khdem,function
ghaader,quit
ghadr,quit
ghader,quit
raaf9,accompany
raafe9,accompany
raf9,accompany
mowwel,fund
mmwel,fund
mwwl,fund
jme3,pack
S77e7,correct
Se77e7,correct
ab7ar,sail
3owweD,compensate
sre9,steal
sr9,steal
sra9,steal
chfer,steal
chfr,steal
chfar,steal
9owweD,undermine
mtedd,range
3aareD,oppose
3arD,oppose
3aarD,oppose
7edded,locate
zreb,hurry
zrb,hurry
zrab,hurry
ncher,broadcast
nchr,broadcast
9aaDaa,sue
miza,bid
Dowwa,light
Dwwa,light
tbaT2,slow
tbaaTe2,slow
tbaaT2,slow
8emm,concern
rfeD,dismiss
rkkez,highlight
Sle7,repair
Taabe9,conform
Taab9,conform
Tab9,conform
rbeT,attach
zrreb,rush
zrrb,rush
ghre9,sink
ntaz3,grab
kalma,calm
7tejj,protest
7tjj,protest
waazen,balance
wazn,balance
waazn,balance
Tleb,beg
tbbet,install
tebbet,install
Towwer,advance
Tred,fire
3awn,aid
3aawn,aid
3aawen,aid
3awen,aid
tdffe9,flow
jerr,drag
jrr,drag
tTaab9,correspond
tTab9,correspond
chkkel,pose
tt3jeb,admire
khffef,relieve
3kes,reverse
ddabz,combat
ndamj,integrate
ndamej,integrate
mattaf9ch,disagree
ttaSel,connect
7iyyen,update
ghiyyer,modify
khtar,opt
amer,command
2amer,command
mtatel,obey
mtatl,obey
stkhrej,extract
stekhrej,extract
stakhrej,extract
stakhraj,extract
3aarD,counter
ste2nef,resume
st2nf,resume
sta2nef,resume
chedd,grasp
stow3eb,grasp
stou3eb,grasp
sto3eb,grasp
stou3b,grasp
stow3b,grasp
tze3lel,swing
tz3lel,swing
sllem,render
sellem,render
zreb,speed
waaj8,confront
wajh,confront
waajh,confront
waj8,confront
mne3,ban
mse7,wipe
Doubl,double
Dobl,double
Double,double
chtamel,comprise
chtaml,comprise
ch8ed,witness
ghres,plant
jzem,assert
kchef,disclose
3Ser,squeeze
3Sr,squeeze
bjegh,squeeze
bjgh,squeeze
bjagh,squeeze
rbeT,bind
Derr,harm
2aada,harm
aada,harm
ada,harm
tla9a,encounter
Tleb,request
3aana,struggle
khddem,hire
khbba,conceal
khebba,conceal
khddem,recruit
t3awen,co-operate
t3awn,co-operate
sre7,wander
chdded,emphasize
chedded,emphasize
3ber,weigh
wzen,weigh
tzaamn,coincide
tzamn,coincide
tzamen,coincide
tzaamen,coincide
7na,bend
tna,bend
nDDem,regulate
n9ed,rescue
rffe8,entertain
twe99e3,forecast
f7eS,inspect
Sdder,export
le77,urge
stentej,induce
sedd,lock
3reD,exhibit
skhkhen,warm
skhen,warm
s55en,warm
dffa,warm
deffa,warm
3tarf,confess
sme7,tolerate
Tmmer,tolerate
tselle9,mount
mse7,brush
ntej,reproduce
khDe3,undergo
b8er,impress
nkhafD,decline
frek,rub
wkkel,cater
dar,tour
wzze3,distribute
7ess,sense
khlleS,repay
rjje3,regain
sta3aad,regain
9ellel,minimize
w99ef,halt
chkkel,shape
z3ej,disturb
3eDD,bite
3aDD,bite
3DD,bite
t9ddem,progress
kerres,devote
karres,devote
krrs,devote
stafzz,provoke
stafezz,provoke
Tem2en,reassure
t2emmel,contemplate
7dder,alert
tfa3el,interact
tfa3l,interact
skhkhen,heat
skhen,heat
btaker,devise
7kem,govern
3aan9,embrace
3an9,embrace
3zza,comfort
7jez,seize
dowweb,melt
zad,supplement
ttekka,lean
Tbbe9,exert
7tars,beware
7tares,beware
tchab8,resemble
tchaab8,resemble
tchabh,resemble
tchabeh,resemble
tchabe8,resemble
mne3,abolish
tjowwej,wed
tjwwj,wed
tjowej,wed
tzowej,wed
tzwwj,wed
8rres,crack
9me3,suppress
gabl,guard
faje2,surprise
faaj2,surprise
faj2,surprise
faaje2,surprise
tredded,hesitate
ch7en,load
sreT,swallow
bda,initiate
Tfaa,float
2etter,effect
t7ekkem,manipulate
rde3,deter
rtabeT,associate
adaar,administer
9tel,murder
taabr,persist
7eyya,greet
dmme3,tear
Taared,hunt
fsed,spoil
sTTer,line
baark,bless
khtar9,penetrate
Daa3ef,multiply
dmej,merge
derreb,coach
jeff,drain
jffef,drain
stenzef,drain
stnzef,drain
kfa,suffice
ftarD,presume
Syyed,fish
t9dda,shop
tsab9,race
chrref,honor
jemmed,freeze
daawa,cure
3alj,cure
tbadel,swap
t7emmel,endure
Taard,chase
ste8lek,consume
khcha,insert
tsenna,await
njarf,drift
bddel,substitute
steslem,surrender
ziyyer,wind
9elleS,contract
miyyez,differentiate
3len,advertise
Saal7,reconcile
tSowwer,project
nsse9,co-ordinate
frg3,snap
l3en,damn
Teyyeb,bake
Twa,fold
tnazl,concede
jdded,renew
Saagh,formulate
khelleT,confuse
7edd,maximize
mse7,sweep
wjjeh,steer
rkkez,base
tsa8el,indulge
khffeD,decrease
7jez,reserve
rezerva,reserve
st9bel,host
tTowwer,evolve
r3a,foster
3ggez,discourage
Towwe9,curb
khSSeS,allocate
chref,supervise
tlacha,fade
d3em,endorse
adaan,condemn
7jez,book
Sle7,reform
kmmel,complement
3a9b,punish
frg3,bang
st3reD,outline
9ellel,diminish
saad,prevail
n99ez,leap
lwa,wrap
tfa8em,compromise
n8aar,collapse
raab,collapse
7ma,safeguard
mne3,inhibit
ghowwet,scream
twa3d,date
mse7,delete
799e9,attain
kre8,dislike
tSowwer,conceive
mla,dictate
w77ed,unite
stowred,import
bna,rebuild
zda8er,flourish
nta9ed,criticize
Tiyyeb,boil
ghla,boil
8reb,flee
bda,commence
mde7,praise
blaSa,park
miyyez,discriminate
tbe3,track
Towwe9,enclose
9aabel,interview
chedded,tighten
lowwen,color
ghaamer,venture
khemmen,speculate
9edder,speculate
ghader,depart
9aaTe3,interrupt
mowwe8,disguise
ntakheb,elect
t7emmel,withstand
kbe7,restrain
nma,thrive
3awed,echo
n7arf,divert
9la,fry
dab,dissolve
3ddel,edit
jmme3,assemble
khrreb,ruin
srre3,accelerate
tSower,envisage
8enne2,congratulate
staredd,retrieve
8beT,descend
wggef,suspend
jerreb,experiment
jrreb,experiment
jrrb,experiment
jerrab,experiment
khle3,frighten
9oulb,fool
al8am,inspire
chaafa,heal
DbeT,master
kemmel,terminate
3ddel,amend
khdech,scratch
stelzem,entail
nffed,execute
3dem,execute
wTTed,consolidate
dowwer,round
3zel,isolate
berrer,warrant
D33ef,weaken
tmechcha,march
bgha,desire
wsse3,widen
drdech,chat
rkeb,board
khtar3,invent
Sne3,manufacture
sedd,seal
raaj3,reconsider
mSS,suck
Sowwer,picture
STadem,crash
frchekh,crash
n9el,transport
bloka,plug
3iyyen,assign
stfser,inquire
Syyed,trap
dowwer,surround
tna9ch,debate
Towwer,upgrade
zyyen,decorate
jme3,accumulate
staghell,profit
wret,inherit
khrbe9,disrupt
khne9,choke
daaf3,plead
ghmmes,dip
chtark,subscribe
3llem,educate
Tlle9,divorce
ghzel,spin
chowwech,obscure
tsellel,creep
7rref,twist
mzej,blend
raaj3,revise
nseb,attribute
nfajer,explode
sken,dwell
khffef,alleviate
3alj,remedy
rched,instruct
tserreb,spill
f8em,comprehend
rTTeb,soften
chiyyer,wave
sToka,stock
stoka,stock
wDe3,position
2emmen,insure
nkharT,adhere
tchbbet,cling
sted3a,summon
wgf,pause
w9ef,pause
khwa,empty
rtteb,classify
t7emmel,afford
tsme3,sound
n99eT,grade
rje3,revert
9iyyem,value
jaaza,award
kaf7,strive
bllegh,notify
Tfa,turn off
ryye7,sit down
riye7,sit down
ryy7,sit down
ghech,cheat
ghechch,cheat
ghch,cheat
ghach,cheat
9chcher,peel
9cher,peel
qcher,peel
qchcher,peel
9chchar,peel
t3nfij,inconvenience
t3anfij,inconvenience
t3enfij,inconvenience
trbziT,bother
tberziT,bother
tbarziT,bother
ttbrziT,bother
twichia,thing
l3iba,thing
l3ayba,thing
l3aiba,thing
l3amala,friend
tbl7is,flattery
tbel7is,flattery
tbal7is,flattery
tbal7iss,flattery
Tnz,mockery
Tanz,mockery
Tenz,mockery
z3fan,angry
za3fan,angry
ze3fan,angry
ka3i,angry
l8imri,hunger
lhimri,hunger
m9rach,tea kettle
m9raj,tea kettle
mo9rach,tea kettle
mo9raj,tea kettle
3zzi,black
3azzi,black
3ezzi,black
b7alma8okdaya,like this
b7almahokdaya,like this
kifmab7almahokdaya,like this
kifmab7alma8okdaya,like this
Tbbouzi,fat
Tbozi,fat
Tabozi,fat
Tebbozi,fat
tkhrbi9,nonsense
tkharbi9,nonsense
tkherbi9,nonsense
tkharbiq,nonsense
3zwa,man
3zawi,man
kbchlaba9ich,fill my cup
kobchlaba9ich,fill my cup
kobbchlabaqich,fill my cup
kobbchlaba9ich,fill my cup
law3lm,i do not know
llaw3lm,i do not know
laho3lm,i do not know
lahoa3lam,i do not know
lay3miha lik,i warn you
brbbi,i swear
brebbi,i swear
brabbi,i swear
awdi,whatever
awddi,whatever
awdi,anyway
awddi,anyway
kimma kan l7al,anyway
kimmakan l7al,anyway
kima kan l7al,anyway
kimakan l7al,anyway
bz9oul,child
bz9ol,child
bez9ol,child
baz9ol,child
chwikkik,a bit
chwia,a bit
T8lla,bye
Thalla,bye
T8alla,bye
T8ella,bye
3rram,many
3erram,many
3arram,many
ewa,well
fchkl,special
fchkel,special
fchkal,special
fchkeel,special
fchkl,peculiar
fchkel,peculiar
fchkal,peculiar
fchkeel,peculiar
gharib,weird
sghikkrin,tiny
tfrnisa,smile
tfernisa,smile
tfarnisa,smile
bz9oul,baby
bz9ol,baby
br8och,kid
bar8ouch,kid
barhouch,kid
barhoch,kid
tbznisa,deal
tbeznisa,deal
tbaznisa,deal
t8jaj,noise
ta8jaj,noise
tahjaj,noise
9oz9oza7,rainbow
9ous9oza7,rainbow
9aws9oza7,rainbow
